1  -6.81 
2  -7.75 
3  -6.38 
4  -7.81 
5  -6.38 
6  -6.48 
7  -7.42 
8  -4.14 
9  -7.33 
10 -4.71 
11 -3.18 
12 -6.68 
13 -3.91 
14 -6.64 
