      6.667E-10       5.866E+01
      7.587E-10       5.866E+01
      8.634E-10       5.866E+01
      9.826E-10       5.866E+01
      1.118E-09       5.866E+01
      1.273E-09       5.866E+01
      1.448E-09       5.866E+01
      1.648E-09       5.866E+01
      1.876E-09       5.866E+01
      2.135E-09       5.866E+01
      2.430E-09       5.866E+01
      2.765E-09       5.866E+01
      3.147E-09       5.866E+01
      3.581E-09       5.866E+01
      4.075E-09       5.866E+01
      4.638E-09       5.866E+01
      5.278E-09       5.866E+01
      6.007E-09       5.866E+01
      6.836E-09       5.866E+01
      7.780E-09       5.866E+01
      8.854E-09       5.866E+01
      1.008E-08       5.866E+01
      1.147E-08       5.866E+01
      1.305E-08       5.866E+01
      1.485E-08       5.866E+01
      1.690E-08       5.866E+01
      1.924E-08       5.866E+01
      2.189E-08       5.866E+01
      2.491E-08       5.866E+01
      2.835E-08       5.866E+01
      3.227E-08       5.866E+01
      3.672E-08       5.866E+01
      4.179E-08       5.866E+01
      4.756E-08       5.866E+01
      5.412E-08       5.866E+01
      6.160E-08       5.866E+01
      7.010E-08       5.866E+01
      7.978E-08       5.866E+01
      9.079E-08       5.866E+01
      1.033E-07       5.866E+01
      1.176E-07       5.866E+01
      1.338E-07       5.866E+01
      1.523E-07       5.866E+01
      1.733E-07       5.866E+01
      1.972E-07       5.866E+01
      2.245E-07       5.866E+01
      2.555E-07       5.866E+01
      2.907E-07       5.866E+01
      3.309E-07       5.866E+01
      3.765E-07       5.866E+01
      4.285E-07       5.866E+01
      4.877E-07       5.866E+01
      5.550E-07       5.866E+01
      6.316E-07       5.866E+01
      7.188E-07       5.866E+01
      8.180E-07       5.866E+01
      9.310E-07       5.866E+01
      1.059E-06       5.866E+01
      1.206E-06       5.866E+01
      1.372E-06       5.866E+01
      1.562E-06       5.866E+01
      1.777E-06       5.866E+01
      2.023E-06       5.866E+01
      2.302E-06       5.866E+01
      2.620E-06       5.866E+01
      2.981E-06       5.866E+01
      3.393E-06       5.866E+01
      3.861E-06       5.866E+01
      4.394E-06       5.866E+01
      5.001E-06       5.866E+01
      5.691E-06       5.866E+01
      6.477E-06       5.866E+01
      7.371E-06       5.866E+01
      8.388E-06       5.866E+01
      9.546E-06       5.866E+01
      1.086E-05       5.866E+01
      1.236E-05       5.866E+01
      1.407E-05       5.866E+01
      1.601E-05       5.866E+01
      1.822E-05       5.866E+01
      2.074E-05       5.866E+01
