      6.368E+02       1.111E-12
      6.593E+02       1.001E-12
      6.826E+02       9.021E-13
      7.067E+02       8.130E-13
      7.317E+02       7.326E-13
      7.575E+02       6.602E-13
      7.843E+02       5.949E-13
      8.120E+02       5.361E-13
      8.407E+02       4.831E-13
      8.704E+02       4.353E-13
      9.011E+02       3.923E-13
      9.329E+02       3.535E-13
      9.659E+02       3.186E-13
      1.000E+03       2.871E-13
